"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
-0.06,-0.54,-0.69,-0.39,-0.19,-0.68,-0.42,-0.15,-0.59,0.41,0.41,-0.79,0.41,0.36,-0.47,-0.44,-0.44,-0.17,-0.39,0.54,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.78,2.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.37,2.34,0.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.39,3.06,2.83,3.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.92,1.13,0.99,1.47,2.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.46,1.45,0.85,0.9,3.26,0.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.91,3.58,1.96,2.37,2.22,2.48,2.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.17,0.82,1.29,1.72,2.56,0.32,0.96,2.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.69,2.49,3.37,3.98,1.63,2.57,3.39,3.6,2.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.76,2.62,3.49,4.1,1.65,2.7,3.53,3.67,2.59,0.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.96,0.4,1.84,2.05,3.27,1.06,1.14,3.54,0.79,2.84,2.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.42,2.29,3.08,3.69,1.46,2.3,3.13,3.34,2.19,0.29,0.41,2.63,0,NA,NA,NA,NA,NA,NA,NA,NA
3.23,2.47,3.7,4.27,2.24,2.81,3.59,4.14,2.63,0.61,0.63,2.85,0.82,0,NA,NA,NA,NA,NA,NA,NA
0.06,2.9,1.8,2.4,1.33,1.92,2.48,0.97,2.15,2.62,2.7,2.94,2.36,3.17,0,NA,NA,NA,NA,NA,NA
0.51,2.74,1.31,1.87,1.84,1.65,2.06,0.85,1.94,2.95,3.04,2.71,2.67,3.45,0.56,0,NA,NA,NA,NA,NA
0.9,2.03,1.4,2.05,1.45,1.12,1.83,1.7,1.32,2.14,2.25,2.1,1.86,2.6,0.87,0.89,0,NA,NA,NA,NA
4.23,2.72,4.39,4.88,3.34,3.42,4.08,5.13,3.16,1.72,1.73,3.11,1.89,1.11,4.17,4.38,3.5,0,NA,NA,NA
3.18,2.02,3.42,3.95,2.38,2.48,3.22,4.08,2.27,0.86,0.94,2.42,0.93,0.48,3.12,3.33,2.45,1.06,0,NA,NA
1.85,2.43,2.76,3.4,0.86,2.13,2.97,2.76,2.11,0.85,0.91,2.7,0.62,1.43,1.79,2.15,1.42,2.51,1.52,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,9,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,11,11,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,10,11,9,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,10,9,8,8,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,10,10,9,10,11,11,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,5,3,8,6,4,6,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6,7,6,11,9,7,6,10,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,11,11,11,9,12,11,7,11,4,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6,6,5,10,9,8,4,10,9,11,8,16,NA,NA,NA,NA,NA,NA,NA,NA
10,5,6,4,10,7,6,7,9,12,11,6,10,16,NA,NA,NA,NA,NA,NA,NA
6,6,9,8,7,7,5,11,5,3,4,6,2,4,16,NA,NA,NA,NA,NA,NA
10,9,11,10,10,10,9,11,10,8,8,10,7,8,10,16,NA,NA,NA,NA,NA
10,9,10,9,10,10,8,10,10,10,9,9,8,10,8,11,16,NA,NA,NA,NA
11,7,8,6,11,9,7,8,10,11,11,7,10,11,6,10,11,16,NA,NA,NA
9,7,8,7,10,8,6,10,9,10,9,7,8,10,8,11,11,11,16,NA,NA
9,5,5,3,8,6,4,6,9,12,10,5,9,11,3,8,10,11,10,16,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.29,-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.05,-0.08,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.35,-0.17,0.04,-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.32,0.05,-0.14,0.11,-0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7,0.09,-0.24,0.07,-0.34,0.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.4,-0.18,0.37,0.08,0.12,-0.28,-0.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.18,0.15,0.04,-0.01,-0.04,0.08,-0.14,0.06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.25,0.05,-0.06,-0.28,-0.15,-0.13,-0.14,-0.23,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.51,0,-0.23,0.01,-0.27,0.29,0.57,-0.54,-0.09,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.55,0.14,-0.19,0.13,-0.25,0.16,0.5,-0.34,-0.23,-0.17,0.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.39,-0.1,-0.13,-0.09,-0.25,0.22,0.36,-0.29,-0.08,0.15,0.41,0.05,1,NA,NA,NA,NA,NA,NA,NA,NA
-0.18,0.15,-0.13,-0.31,-0.05,-0.25,-0.24,-0.05,0.17,0.27,-0.08,-0.16,-0.02,1,NA,NA,NA,NA,NA,NA,NA
0.1,-0.18,-0.1,0.02,0.13,-0.18,-0.08,0.1,-0.32,-0.53,-0.25,0.04,-0.31,-0.28,1,NA,NA,NA,NA,NA,NA
-0.38,-0.1,0.04,0.02,0.31,-0.23,-0.41,0.28,-0.05,-0.34,-0.61,-0.18,-0.48,-0.13,0.35,1,NA,NA,NA,NA,NA
-0.59,-0.12,0.01,-0.18,0.12,-0.21,-0.5,0.1,0.1,0.3,-0.31,-0.33,-0.31,0.19,-0.21,0.33,1,NA,NA,NA,NA
-0.11,0,-0.21,-0.19,0,-0.17,-0.12,-0.1,-0.01,0.03,-0.12,0.02,-0.19,0.15,-0.03,0.05,0.07,1,NA,NA,NA
-0.59,-0.01,0.04,-0.19,0.25,-0.28,-0.57,0.19,0.13,0.13,-0.46,-0.43,-0.31,0.24,-0.13,0.34,0.46,0.06,1,NA,NA
-0.23,-0.03,-0.15,-0.22,-0.1,-0.03,-0.09,-0.24,-0.11,0.67,0.23,-0.13,0.08,0.13,-0.42,-0.25,0.35,-0.04,0.15,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.31,-0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07,-0.08,0.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.38,-0.2,0.04,-0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.36,0.1,-0.16,0.13,-0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.74,0.11,-0.27,0.09,-0.36,0.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.41,-0.21,0.4,0.08,0.13,-0.32,-0.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.2,0.19,0.04,0,-0.01,0.12,-0.14,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.26,0.06,-0.07,-0.29,-0.16,-0.15,-0.13,-0.24,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.54,0.03,-0.24,0.01,-0.29,0.35,0.62,-0.56,-0.13,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6,0.21,-0.22,0.14,-0.31,0.23,0.58,-0.38,-0.26,-0.18,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.43,-0.09,-0.13,-0.08,-0.29,0.22,0.38,-0.3,-0.06,0.18,0.47,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA
-0.19,0.2,-0.12,-0.35,-0.07,-0.26,-0.27,-0.05,0.2,0.32,-0.08,-0.18,-0.01,1,NA,NA,NA,NA,NA,NA,NA
0.11,-0.21,-0.1,0.01,0.14,-0.18,0.07,0.09,-0.34,-0.55,-0.26,0.04,-0.32,-0.31,1,NA,NA,NA,NA,NA,NA
-0.4,-0.13,0.06,0.03,0.35,-0.22,-0.43,0.28,-0.02,-0.37,-0.66,-0.21,-0.53,-0.13,0.35,1,NA,NA,NA,NA,NA
-0.63,-0.12,0.01,-0.19,0.15,-0.22,-0.54,0.11,0.09,0.32,-0.36,-0.38,-0.35,0.21,-0.21,0.36,1,NA,NA,NA,NA
-0.11,0.03,-0.24,-0.22,-0.02,-0.18,-0.12,-0.11,-0.02,0.04,-0.15,0.02,-0.19,0.18,-0.02,0.07,0.12,1,NA,NA,NA
-0.63,-0.01,0.05,-0.22,0.29,-0.32,-0.62,0.2,0.14,0.15,-0.48,-0.48,-0.33,0.29,-0.15,0.36,0.52,0.11,1,NA,NA
-0.25,-0.04,-0.16,-0.25,-0.1,-0.04,-0.09,-0.25,-0.13,0.72,0.25,-0.16,0.11,0.16,-0.44,-0.27,0.38,-0.02,0.17,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-2,-6,-7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,0,-3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,2,-3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-2,-1,-1,-6,-2,-2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,0,2,0,-6,0,-2,-3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-3,-3,-3,-4,-5,-3,-5,-5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-3,-3,-6,-6,-3,-4,-5,-3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,2,0,-1,-4,1,1,-3,0,-3,-2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-4,-2,-4,-5,1,-2,-4,-2,1,3,-1,8,NA,NA,NA,NA,NA,NA,NA,NA
-3,-4,-3,-5,-2,-4,-4,-6,-2,1,2,-3,0,7,NA,NA,NA,NA,NA,NA,NA
-1,-2,-2,-1,-8,-2,-1,-2,-3,-4,-3,-1,-6,-5,7,NA,NA,NA,NA,NA,NA
0,0,0,0,-4,-1,-1,-1,-2,-3,-4,-1,-4,-3,-1,4,NA,NA,NA,NA,NA
-1,-1,0,-1,-5,0,0,-3,-2,-2,-3,0,-2,-3,-1,1,5,NA,NA,NA,NA
-3,-2,-5,-6,-6,-5,-6,-4,-3,-2,-1,-3,-2,2,-4,-5,-5,10,NA,NA,NA
-3,-1,-1,-3,-6,-3,-2,-3,0,-1,-2,-2,-1,3,-6,-2,-2,2,7,NA,NA
0,-3,-4,-4,-4,-2,-2,-4,-2,2,1,-3,0,-1,-4,-3,-1,-4,-1,5,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.37,0.266,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.299,-0.109,0.037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27,0.273,0.105,0.035,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.261,-0.084,0.082,0.321,0.191,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3,0.375,0.206,0.137,0.341,0.228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.407,0.394,0.293,0.25,0.246,0.494,0.164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.356,0.093,0.299,-0.117,0.527,0.63,0.121,0.497,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.476,0.305,0.452,0.242,-0.029,0.372,0.212,0.429,0.406,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.555,0.446,0.191,0.261,0.501,0.251,0.291,0.327,0.457,0.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.398,0.236,0.208,0.184,0.054,0.323,0.247,0.006,0.072,0.088,-0.08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.207,0.374,0.438,-0.295,-0.006,0.211,0.128,0.326,0.461,0.44,0.112,0.285,1,NA,NA,NA,NA,NA,NA,NA,NA
0.628,0.552,0.278,0.475,0.55,0.364,0.433,0.455,0.405,0.532,0.769,0.217,0.111,1,NA,NA,NA,NA,NA,NA,NA
0.183,-0.037,0.156,0.008,0.355,-0.168,-0.216,-0.023,0.304,0.065,0.079,0.099,0.266,0.091,1,NA,NA,NA,NA,NA,NA
0.193,-0.043,-0.051,0.012,-0.178,0.404,-0.081,0.015,0.144,0.166,-0.042,0.102,0.165,-0.012,-0.363,1,NA,NA,NA,NA,NA
-0.083,0.037,0.076,0.328,0.087,0.344,0.22,0.335,0.259,0.385,0.386,-0.206,-0.141,0.306,-0.336,-0.124,1,NA,NA,NA,NA
0.081,-0.059,0.277,0.578,0.174,0.515,0.149,0.136,0.232,0.357,0.268,0.436,-0.075,0.451,-0.118,-0.023,0.564,1,NA,NA,NA
0.683,0.201,0.387,0.32,0.195,0.207,0.273,0.372,0.083,0.333,0.246,0.436,-0.057,0.428,-0.054,-0.093,0,0.293,1,NA,NA
0.565,0.531,0.512,0.149,0.427,0.334,0.444,0.639,0.534,0.641,0.598,0.249,0.278,0.626,0.02,-0.103,0.329,0.378,0.614,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.138,0.558,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.018,-0.054,0.452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.799,0.113,0.032,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.55,0.243,0.222,0.257,0.418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.116,0.037,0.408,0.851,-0.167,0.254,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.523,0.392,0.305,0.067,0.425,0.614,-0.102,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.888,0.108,-0.101,-0.185,0.717,0.511,-0.135,0,0.378,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.862,0.049,-0.172,-0.249,0.787,0.439,-0.223,0,0.289,0.96,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.281,0.872,0.49,-0.064,0.002,0.377,-0.051,0,0.488,0.099,-0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.858,0.058,-0.09,-0.109,0.912,0.45,-0.18,0,0.441,0.842,0.881,-0.044,1,NA,NA,NA,NA,NA,NA,NA,NA
0.874,0.108,-0.072,-0.107,0.857,0.482,-0.187,0,0.511,0.893,0.927,0.061,0.903,1,NA,NA,NA,NA,NA,NA,NA
0.656,0.133,0.265,0.276,0.558,0.598,0.097,0,0.651,0.572,0.504,0.206,0.523,0.661,1,NA,NA,NA,NA,NA,NA
0.281,0.804,0.661,0.245,0.104,0.357,0.204,0,0.568,0.083,0.003,0.745,0.054,0.152,0.2,1,NA,NA,NA,NA,NA
0.574,0.427,0.519,0.382,0.326,0.61,0.287,0,0.399,0.382,0.346,0.54,0.313,0.41,0.435,0.601,1,NA,NA,NA,NA
0.825,0.169,0.003,-0.079,0.779,0.478,-0.216,0,0.46,0.792,0.843,0.111,0.785,0.907,0.597,0.204,0.471,1,NA,NA,NA
0.772,0.266,0.338,0.225,0.817,0.55,0.036,0,0.492,0.573,0.625,0.182,0.764,0.743,0.632,0.307,0.54,0.802,1,NA,NA
0.85,0.045,-0.203,-0.196,0.755,0.458,-0.186,0,0.284,0.946,0.973,0.024,0.874,0.909,0.462,0.005,0.396,0.835,0.632,1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-1,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0,1,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,3,4,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,2,0,1,2,-1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,2,0,4,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,0,0,4,2,0,0,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,0,0,5,3,0,1,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,2,0,0,1,1,-1,3,1,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,0,0,5,2,0,2,3,5,6,0,8,NA,NA,NA,NA,NA,NA,NA,NA
5,0,1,0,6,3,0,0,4,5,6,1,5,8,NA,NA,NA,NA,NA,NA,NA
3,1,3,1,4,2,0,0,4,3,2,1,3,3,8,NA,NA,NA,NA,NA,NA
2,3,3,2,1,2,2,1,3,0,0,3,0,0,1,8,NA,NA,NA,NA,NA
3,2,3,4,1,3,3,1,2,1,1,3,1,2,2,4,8,NA,NA,NA,NA
4,0,0,0,5,2,0,-1,3,4,4,1,4,6,3,1,2,8,NA,NA,NA
4,0,2,1,4,2,1,0,3,4,4,1,4,4,3,2,3,5,8,NA,NA
5,0,0,0,5,3,0,2,2,6,6,0,6,5,2,0,2,5,5,8,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3,1.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.2,-0.1,0.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5,-1.5,-1.6,-1.7,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.8,2,1.6,0.6,-1.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.7,1.9,1.4,1,-1.5,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.6,0.1,0.2,-0.4,-1.7,0.2,0.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.6,-0.4,-0.3,-1.3,-1.8,-0.5,-0.6,-1.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.7,1.4,0.9,0,-1.6,1.4,1.5,0,-0.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3,1.2,0.8,-0.2,-1.5,1.1,0.9,-0.2,-0.9,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4,2.1,1,0.1,-1.6,1.7,1.4,-0.1,-1,1,0.7,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1.1,0,-0.5,-1.6,1.2,0.6,-0.4,-1.2,0.9,1.8,0.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA
0.6,0.4,0.4,-0.3,-1.6,0.7,0.6,-0.4,-1.1,1,1,0.1,-0.2,2.2,NA,NA,NA,NA,NA,NA,NA
-0.2,-0.3,-1,-1.2,-1.8,-0.6,-0.1,-1.2,-1.6,-0.6,-0.8,-0.7,-1.2,-1.1,2.2,NA,NA,NA,NA,NA,NA
2,2,1.9,0.7,-1.3,1.8,1.8,0.7,-0.4,1.6,1.3,1.4,0.6,0.5,-0.3,2.2,NA,NA,NA,NA,NA
1.9,1.9,1.1,0,-1.4,1.7,1.6,0.2,-0.9,1.6,1.2,1.2,0.8,0.3,-0.5,2.1,2.2,NA,NA,NA,NA
-0.9,-0.8,-1.1,-1.4,-1.8,-1,-1,-1.3,-1.7,-0.7,-0.8,-1.1,-1.3,-0.9,-1.6,-0.8,-1,2.2,NA,NA,NA
0.2,0.8,-0.1,-0.4,-1.1,0.5,0.2,-0.2,-0.8,0.4,0.5,0.5,-0.2,2,-1.2,0.4,0.3,-0.6,2.2,NA,NA
2,1.5,1.1,0,-1.4,1.5,1.6,0.1,-0.7,2.2,2,1.2,0.8,0.8,-0.6,1.8,1.6,-0.7,0.3,2.2,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8,11,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,32,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,-12,-7,-20,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,26,12,8,-8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,11,13,34,-18,37,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-6,10,8,-1,-10,-5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10,0,8,10,3,-4,-8,-8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-17,-25,-32,-39,12,-20,-36,-21,3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,-24,-35,-40,15,-26,-40,-16,-9,46,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,24,17,10,-14,26,24,-11,-4,-17,-33,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,0,-12,-16,2,-12,-17,-10,-8,18,24,-19,100,NA,NA,NA,NA,NA,NA,NA,NA
-8,-11,-23,-31,11,-22,-40,-12,-10,32,36,-26,20,100,NA,NA,NA,NA,NA,NA,NA
-2,-4,8,1,-3,0,-7,4,-2,-18,-16,-2,-10,-2,100,NA,NA,NA,NA,NA,NA
10,-10,1,7,-6,-7,-10,9,-3,-17,-11,-10,-10,0,15,100,NA,NA,NA,NA,NA
-3,-5,12,11,-4,-10,-12,-13,-7,-5,-11,-8,-8,4,2,24,100,NA,NA,NA,NA
